Gemi Adi,Konteyner Numarasi,Kalkis Limani,Varis Limani,Kalkis Tarihi,Varis Tarihi,Tasima Ucreti,Tasima Mesafesi
Reed-Wright,571658969,Kristenport,Port Tylerfurt,2024-02-11 19:04:25,2024-04-12 19:36:00,3711.56,2452.07
"Jackson, Horn and Evans",4770880452,West Robin,Lake Kellyburgh,2023-08-08 10:34:21,2024-10-18 02:49:18,4085.6,7761.42
Scott-Dunlap,884203868,West David,West Sandrastad,2023-09-18 01:53:50,2024-11-28 02:30:21,5473.91,9231.48
Green Inc,4084999938,East Aliciaborough,Cynthialand,2023-12-19 14:20:02,2025-02-07 02:00:49,9572.13,4211.59
"Graves, Cole and Frost",8117760039,South Jessica,Stevenmouth,2023-03-25 17:17:52,2025-01-17 02:30:59,1445.6,4403.57
Gregory-Greene,5747797846,Bookerfurt,South Jerry,2023-11-07 06:56:05,2024-04-03 00:26:42,7144.86,5682.07
"Dunn, Thornton and Garcia",9678597059,Dianamouth,West Robertburgh,2023-05-20 21:50:26,2024-06-14 04:40:09,7773.21,7765.77
Patterson-Mcintosh,6141758833,West Danielfort,East Steven,2023-07-04 01:48:58,2024-10-21 11:43:47,9594.78,7376.34
Stevens-Evans,9292032866,North Brianmouth,Riggsport,2023-03-16 00:18:37,2024-10-28 10:18:15,2475.02,6575.43
"Ramos, Rivera and Barton",7219274723,Humphreystad,East Mercedesberg,2024-02-10 03:04:04,2024-07-01 19:14:23,7620.76,9217.86
"Richmond, Garcia and Dunn",6729104745,Cooperfurt,Edwardfort,2024-02-18 10:46:38,2025-01-29 05:17:06,6574.57,7789.82
Wells and Sons,3389633039,Port Matthewfort,Deanfort,2023-10-22 07:52:19,2024-10-27 04:22:22,4223.67,5422.28
Torres-Pacheco,5941747396,East Stephaniefurt,Kellymouth,2023-12-26 00:36:51,2025-01-07 13:24:29,1652.04,9855.55
Skinner LLC,7847039319,New Jonathan,Sarahchester,2023-07-10 17:46:55,2024-06-04 03:04:55,7817.69,4236.44
Shaffer and Sons,241174761,Bradleytown,North Wendymouth,2024-01-06 07:53:56,2024-12-21 13:28:25,6622.43,4317.41
"Johnson, Cooke and Brown",4275784005,Port Kevinton,South Joshuachester,2023-02-25 15:12:17,2024-11-23 03:39:22,1403.86,110.85
Collins LLC,9637530459,East Dylan,East Michael,2024-02-15 12:32:54,2025-01-09 15:13:58,8015.99,1148.39
"Blevins, Fisher and Sullivan",4764580901,Baileybury,East William,2023-04-05 04:48:36,2024-12-16 11:26:15,5309.19,2280.15
Downs-Wallace,466692408,Dixonberg,Larsenview,2023-10-04 20:03:32,2024-09-03 05:36:02,4982.88,8666.81
Williams-Maldonado,6595339156,Ryantown,Jonesland,2023-08-06 05:06:15,2024-03-23 17:31:40,8319.07,2305.8
"Daniels, Kennedy and Thomas",1754677209,Amandatown,Rileyland,2023-09-07 12:54:06,2024-07-20 13:33:27,3492.12,7867.13
Costa PLC,5972100276,Arroyoview,New Christopherhaven,2023-03-26 12:51:33,2024-09-21 09:28:28,1924.35,4242.49
Ruiz-Johnson,6973102927,East Charles,East Leslieshire,2023-07-05 17:34:27,2025-01-18 18:38:48,3894.78,4341.31
Day PLC,7196890571,West Nancyside,Lake Julie,2023-08-31 02:38:49,2024-11-12 23:02:31,6041.34,3036.87
Erickson-Jackson,9655982579,New Danielton,Beckmouth,2023-09-04 20:51:01,2024-04-24 13:30:30,8549.63,6476.89
Barnett-Jones,5626306017,West Gerald,East Paigemouth,2023-12-19 17:15:58,2024-05-10 02:23:41,4802.02,236.69
"Lee, Wallace and Williams",5711272341,Nicoleport,Port Lawrenceton,2023-11-18 04:24:59,2024-10-05 10:04:24,6875.48,1658.59
"Miller, Smith and Ward",8201260262,South Mark,Port Janiceport,2023-03-05 17:27:36,2024-11-26 16:34:01,8624.68,9502.87
"Zavala, Ashley and Brown",3717539527,South Elizabeth,Javiermouth,2023-07-01 05:35:26,2024-04-14 11:34:10,8099.93,7656.29
Hendrix and Sons,178678815,Port Timothy,Port Thomas,2023-12-07 04:50:42,2024-05-24 22:48:12,2631.45,6360.09
Robinson-Stark,1499305451,North Gail,Jefferyville,2023-10-27 20:29:33,2024-05-24 12:33:58,3711.45,804.32
Acosta LLC,1842635864,Lake Donald,West Jerry,2023-06-30 13:10:34,2024-10-21 01:52:32,5616.82,1634.28
"Gomez, Smith and Olsen",6892488470,Port Roberto,Stevenborough,2023-07-22 23:44:52,2024-06-15 01:51:47,8015.87,6814.14
"Smith, Jackson and Williams",1489666807,East Lisafurt,Port Shirleyland,2023-06-08 07:22:22,2025-02-11 18:06:51,7692.8,758.74
"Patrick, Kirk and Russell",1635785279,Port Sarahburgh,Jamesville,2023-04-04 17:55:54,2024-09-06 12:19:39,5633.15,6615.51
Wells-Barnes,3408699393,Russellborough,New Pamela,2023-12-09 14:44:37,2024-09-26 07:40:46,3589.71,9576.43
"Black, Kelly and Davis",7736076078,Tammymouth,Wesleymouth,2023-05-06 21:51:02,2024-04-20 20:02:34,6765.62,3610.6
Stone Inc,6365894590,Jesseton,North Danielstad,2024-01-14 00:48:39,2024-12-21 00:21:09,8366.25,7345.27
Jefferson LLC,5645580766,Clarkport,West Johnside,2023-03-29 07:36:35,2024-06-09 23:27:37,7569.29,9991.67
Medina-Thomas,7498278536,Johnmouth,Andrewside,2023-08-31 23:16:21,2024-05-04 23:56:05,4381.85,9414.99
"Durham, Guerra and Roberts",1659592904,Kennethfurt,East Charlenestad,2023-07-29 04:41:32,2024-10-16 11:00:50,4803.48,3862.02
"Hall, Munoz and Gates",5091614846,Chelseaview,Samueltown,2023-03-01 16:22:36,2024-02-24 05:38:53,9023.65,2623.65
Mckinney-Smith,2989532204,Port Aaronshire,Johnsonberg,2023-09-26 16:11:01,2024-10-11 10:58:44,3337.79,9282.75
"Lynch, Clark and Rogers",6091239511,Beckerhaven,Gardnerland,2023-07-20 02:45:56,2025-01-05 12:26:24,1789.69,8936.23
"Ruiz, Simmons and Ruiz",8018449625,Anthonyton,Port Melanieville,2023-11-11 02:39:32,2024-05-27 15:46:00,7899.0,1996.18
"Johnston, Perez and Casey",8076161545,Port Jefferyton,Perryville,2023-06-01 09:08:54,2024-10-01 13:44:13,4714.86,5465.94
Kirk-Hughes,8393280065,West Brianfurt,Davenporthaven,2023-04-22 19:35:03,2025-01-30 00:55:51,3341.17,8443.97
Reed LLC,2519407178,Samanthamouth,Jessicamouth,2024-01-15 08:05:56,2025-01-30 12:01:30,8820.75,3195.62
"Davis, Solomon and Brown",6306357221,East Anna,Calhounbury,2023-10-23 21:14:32,2024-06-24 13:45:02,3804.53,9880.04
Daugherty Ltd,2540051079,Port Brent,South Kaylaberg,2023-04-10 05:41:13,2024-09-23 21:28:01,1508.17,4657.46
"Gallegos, Wolfe and Macdonald",501112607,Howardview,Lake Jessica,2023-07-26 08:41:06,2024-03-21 21:06:47,6663.44,9974.84
Browning Inc,3897321771,New Mark,Davismouth,2023-08-02 03:46:12,2024-02-28 01:38:36,7375.08,2136.43
"Burns, Turner and Haley",5563742758,East Jasmineburgh,North Dawn,2023-05-30 00:04:38,2024-12-24 05:27:49,1329.19,1721.42
Jones-Hill,7244881127,Ortegashire,Charlesstad,2023-03-10 21:06:48,2024-02-28 16:27:17,5693.2,8447.88
Gilbert Group,6229465068,Chadside,Mccoyhaven,2023-08-29 21:19:27,2024-07-22 02:45:07,9018.87,460.83
Lee-Campbell,150490795,Tylerville,North Codyside,2023-03-26 05:11:14,2025-01-09 18:44:13,5384.27,801.9
Lopez Ltd,2876433088,Lucasville,Noahbury,2023-03-30 16:33:01,2024-07-23 19:32:35,1751.21,3119.35
Estrada LLC,6609875377,Simpsonside,Lewisbury,2023-05-13 08:53:14,2024-10-25 09:30:28,4584.26,2442.36
Carroll PLC,9402402048,Denisehaven,Fosterport,2023-08-22 15:13:15,2024-08-03 20:36:07,6284.51,3777.47
Crawford LLC,9724489823,Marshallburgh,Mirandaborough,2023-09-05 01:13:01,2025-01-23 07:41:13,8980.42,1942.98
"Phillips, Villarreal and Li",2865705645,Emilymouth,Candicehaven,2024-02-19 01:05:11,2024-08-16 04:15:30,1569.76,4105.02
"Powell, Howard and Hughes",1616625775,North Mark,Brittanystad,2023-09-15 01:21:50,2024-05-31 12:10:01,3790.48,8681.47
Hill and Sons,2409161937,Lake Noahtown,Snyderchester,2023-10-07 12:36:15,2025-01-14 01:27:19,4969.92,8431.15
Knapp LLC,1466005656,Blanchardmouth,Reedborough,2023-02-24 00:18:58,2024-11-02 12:29:19,3992.36,231.17
Huffman-Hoffman,3306190854,Matthewchester,Barnesstad,2023-08-04 06:15:23,2024-09-03 01:48:44,6477.94,2074.43
Kelley Group,1230410939,New Laurenside,North Roberto,2023-05-01 04:20:15,2024-03-16 23:33:41,4102.76,5021.4
"Dunn, Stewart and Taylor",4233828297,Port Thomasfurt,Averyfurt,2023-05-10 04:10:55,2024-09-20 18:02:03,2213.53,7243.85
"Taylor, Greer and Chapman",241196273,North Kevinmouth,South Marktown,2024-02-05 20:26:52,2024-09-22 09:50:43,1353.87,1042.77
Brown-Martinez,8252801125,North Christopherview,Hansenside,2023-03-05 04:36:54,2025-01-10 03:54:57,7540.75,8573.01
"Henderson, Hubbard and Salazar",4068437402,Lake Heathershire,West Marie,2023-05-15 22:09:07,2024-11-23 10:56:16,9651.13,2894.03
Peterson-Jones,3868459916,Johnsonville,Hurleyland,2024-01-17 17:29:14,2024-06-13 03:21:12,7031.24,6694.06
Hall-Henry,3968963839,South Scottfurt,East Bettyview,2023-12-02 00:39:56,2024-11-26 14:30:32,4213.19,6269.47
"Stephens, Silva and Ross",5463652516,Lemouth,West Drewtown,2023-04-08 03:54:57,2024-09-18 00:12:32,6218.45,5524.58
Sexton-Potts,416525804,Michaelton,Hunterfort,2023-10-03 04:42:46,2024-07-16 07:49:18,5545.29,8721.28
Hernandez Ltd,8163953768,Vargashaven,West Matthew,2023-11-02 20:03:11,2024-03-04 14:44:40,8340.9,1875.62
"Christian, Rodriguez and Jimenez",8609003885,Gardnerview,East Lorraine,2023-11-16 08:29:45,2024-10-28 04:04:05,3611.82,1523.41
"Phillips, Blevins and Johnson",4263250341,Lake Alanside,Archerhaven,2023-07-02 21:23:27,2025-01-12 07:23:44,5056.33,8745.93
"Velazquez, Berry and Adams",406320689,New Anabury,Joshuashire,2023-10-17 23:29:31,2024-06-10 20:03:13,6236.09,587.74
"Craig, Thomas and Jackson",1016675689,North Kristin,Lambfurt,2023-03-29 09:43:07,2025-01-28 22:20:12,6147.72,2954.9
Avila Inc,7325833599,Port Alanview,Victoriaburgh,2023-12-20 14:45:54,2024-07-04 04:11:00,7815.68,2304.08
Powell and Sons,9829154147,New Jacob,Bakerton,2023-05-25 14:32:22,2025-01-27 18:45:17,1390.4,7826.95
Carney-Howard,5028057019,Fischerland,Washingtonmouth,2023-05-22 06:39:23,2024-05-21 05:40:59,7196.36,6309.41
"Patel, Ferguson and Sosa",2495616246,Lake Pennyside,North William,2023-11-09 12:55:38,2024-05-13 10:31:18,1593.11,1355.82
"Brennan, Mccarty and Pena",2033760294,Lake David,East Stevenport,2023-07-26 18:50:28,2024-08-12 20:55:34,1306.77,769.8
"Chandler, Castillo and Miller",6796959688,West Krystal,Port Michaelborough,2023-12-31 02:59:07,2024-03-11 14:06:23,9117.28,2836.95
Yu LLC,5748385558,Hannahton,Henrystad,2023-07-01 06:59:59,2024-06-19 22:23:54,8824.42,1206.06
Hess Inc,861261775,West Jeremy,Port Christopherborough,2023-09-22 06:38:28,2024-10-30 00:08:48,1124.8,6331.77
Williams-Anthony,6471518642,Acostafurt,New Susanview,2023-10-09 12:45:11,2024-07-27 17:47:51,4910.02,7652.25
Ross-Lopez,9062668805,Carlaport,East Davidfort,2023-05-19 03:13:02,2024-05-16 00:55:49,2480.87,5572.17
Morgan-Williams,138589421,Port Debra,South Robin,2023-10-23 12:45:06,2024-02-23 09:53:35,3925.36,5555.85
Pollard Inc,2559797876,Janeside,North Tylerburgh,2023-05-04 16:28:15,2024-08-29 09:48:51,2937.25,8651.51
"Alvarez, Miller and Turner",6445974092,West Travisside,Rickyland,2024-02-03 06:59:59,2024-10-27 15:20:14,6385.19,7492.85
"Glass, Wilcox and Johnson",9393669519,Lake Edward,Jensentown,2023-07-12 20:52:11,2025-01-26 06:16:39,2907.73,9034.78
Wilson-Powell,8098371224,South Kathleenport,Spencerburgh,2023-12-21 04:39:20,2024-04-22 11:52:48,7856.39,7919.37
Davenport Ltd,7111168414,Thomasmouth,Frankshire,2023-12-08 10:20:29,2024-04-09 21:48:06,2043.63,6003.55
"Gonzalez, Garcia and Mccoy",9906167419,Robertfurt,Jenniferton,2024-01-01 06:51:00,2024-06-11 09:19:55,2173.07,2625.07
"Johnson, Palmer and Richardson",6352519038,Lake Davidmouth,South Becky,2023-10-18 11:54:08,2024-11-19 12:15:18,7749.14,7394.54
Adams-Silva,8748905476,South Juanfurt,Wilkersonhaven,2023-10-02 15:05:40,2024-02-21 22:53:45,1363.24,2681.83
"Lee, Marsh and West",4186407292,Richardport,Nguyenmouth,2023-10-22 22:43:34,2024-05-30 13:16:22,8643.84,9435.7
Jordan-Hill,8454047815,Kelliland,West Misty,2023-06-03 02:17:24,2024-04-28 08:04:54,7484.51,6326.46
"Thompson, Hester and Wilson",4516811139,Ruizburgh,Morrowside,2023-10-28 21:58:46,2024-10-16 23:52:36,4246.61,3463.37
"Bailey, Snyder and Wilson",6773197870,South Rebekah,Seanmouth,2023-07-24 02:25:09,2024-06-11 00:16:36,6352.67,7819.36
"Savage, Mooney and Fitzgerald",8212623889,North Susan,West Paige,2023-05-08 06:02:52,2024-09-24 07:11:14,1157.77,5187.63
Haynes LLC,322296319,Anneland,Rachelmouth,2023-12-06 20:05:21,2024-08-22 03:32:14,1648.64,2492.76
Rodriguez Group,1748885419,Ericaborough,Dustinburgh,2023-08-17 18:17:57,2024-04-05 23:54:24,2911.4,1541.45
"Hodges, Ortiz and Mclaughlin",1646094000,Amberborough,Jacquelinetown,2023-03-19 18:14:27,2024-07-20 21:05:42,7806.08,3815.75
"Mullins, Marshall and Erickson",7573911582,Yvonneborough,South Amyshire,2023-09-09 20:12:44,2024-09-21 15:29:52,4546.18,9828.61
Hill Group,1780905336,Masseyland,Rodriguezmouth,2023-10-29 14:09:32,2024-04-27 17:30:55,9981.4,6217.69
Robinson-Wilson,2547289711,Butlerview,Griffinbury,2023-10-31 01:29:05,2024-12-17 14:47:18,9883.34,9038.27
"Martinez, Bautista and Jimenez",6476433825,Lake Joannland,Rodriguezfurt,2023-06-01 09:58:58,2024-07-26 06:31:19,3455.17,3615.75
Hughes PLC,7918909191,East Jerry,Lake Crystal,2023-03-22 20:08:57,2024-12-27 07:12:29,2715.35,5946.31
Jones-York,1485446971,Lake Vickiemouth,Chavezton,2023-05-24 08:07:58,2024-04-04 01:19:52,7178.05,1694.88
Dunn-Paul,3538951277,West Justin,Josephchester,2023-12-27 22:52:31,2024-04-08 18:06:43,1633.29,9527.92
"Allison, Thomas and Macdonald",431487666,Hartville,South William,2023-05-04 14:00:18,2024-10-02 20:42:48,6218.09,2262.4
"Green, Armstrong and Edwards",6617429037,North Angieburgh,Cindybury,2023-11-13 14:50:34,2024-11-20 08:35:08,8823.94,722.0
Payne-Ellison,3688041525,East Codymouth,Foxside,2024-02-15 09:49:09,2024-04-16 15:59:53,5822.71,3312.31
Murphy Inc,7608899453,Lake Nathanbury,Rodriguezport,2023-08-08 12:13:29,2024-11-25 06:11:04,1603.84,4482.77
Riley-Drake,1266899752,Castanedaport,West Melinda,2023-08-23 19:09:10,2024-11-24 06:07:46,3310.18,5401.84
Green Group,534056464,New Patrick,Kellytown,2023-04-13 00:04:38,2024-03-16 20:33:06,7994.17,707.66
Brown LLC,8885722625,North Jennifer,West Karenbury,2023-05-10 07:14:24,2024-09-04 11:49:45,7839.4,3607.7
Turner and Sons,9855718374,South Marvin,Patriciastad,2024-01-03 15:56:13,2025-01-27 14:11:10,7226.81,6497.85
Jacobson PLC,6088118232,Hamiltonshire,Michaelport,2023-03-11 01:18:37,2024-05-13 00:15:42,6061.78,5426.52
Wright-Hughes,8864775662,Port Laurabury,West Connieberg,2023-04-02 00:18:02,2024-04-08 11:10:21,4365.01,1861.74
"Richard, Chavez and Pena",1458823595,Gomezburgh,Port Lawrenceton,2024-01-17 18:39:30,2024-08-03 23:52:25,6680.73,4086.14
Hunter PLC,4332035162,Port Stephen,New Whitneyshire,2024-01-02 20:23:14,2025-01-05 06:17:44,3830.92,785.08
Ballard Ltd,2505917604,Oconnortown,Sullivanshire,2023-07-08 22:27:26,2025-01-29 05:59:43,3128.93,9887.77
Hernandez-White,3800050940,Lake Kennethhaven,Timothyfurt,2024-01-31 11:39:51,2024-08-24 15:06:17,9546.0,1242.85
Jacobs PLC,1758849778,Port Adam,Meghanfurt,2023-05-06 04:29:41,2024-07-05 09:52:16,5780.32,2343.02
Martin-Russell,4311217109,Chadland,South Jorge,2023-04-03 02:36:41,2024-08-07 00:12:04,2289.23,4803.61
Mason-Mullins,39310264,Terryshire,South Robertbury,2023-11-27 20:09:14,2024-06-17 19:36:34,2395.65,4758.11
Lewis LLC,5596771131,West Mark,Port Michaeltown,2023-12-30 07:07:29,2024-05-24 06:10:10,1073.67,7846.07
Haynes-Murray,7779085104,Brettfurt,Alexanderton,2023-12-04 16:33:13,2025-02-09 10:06:40,7920.65,7726.39
"Perry, Shepard and Fleming",9547943606,Ayalaland,Garrettborough,2024-02-01 16:07:11,2024-11-12 12:21:15,2256.67,1483.6
Clark Inc,3425122593,West Garyland,New Wayne,2023-09-04 01:51:08,2024-04-11 04:42:58,8844.59,8301.65
Hill-West,3879016712,Michaelburgh,Reynoldsstad,2023-04-03 23:25:20,2024-05-22 05:31:51,4106.74,7452.7
French-Hood,8139079137,Lake Veronica,Lake Ashleyburgh,2023-10-13 10:44:05,2024-08-28 01:56:27,9947.03,7830.19
"Conner, Webb and Terrell",8654988894,Molinaberg,Reedberg,2023-09-14 08:33:51,2024-04-09 00:41:07,6473.2,9262.28
Noble Inc,5895928205,Hartview,South John,2023-05-06 13:45:06,2024-10-21 02:49:16,5270.07,4830.1
Short Inc,1996206451,Kanetown,New Brianbury,2023-10-29 09:44:04,2024-05-24 12:45:25,5178.06,9798.99
"Spencer, Gross and Mccarthy",2377128095,Brownburgh,Cochranton,2023-05-03 04:02:42,2024-07-29 12:00:51,8648.63,8152.04
Powers LLC,6270934937,Riosbury,Tiffanybury,2024-01-22 16:55:41,2024-10-06 08:06:59,6110.29,6986.33
"Gilbert, Clark and Brown",7975754757,Dorothyview,South Trevorview,2023-12-07 00:44:22,2024-07-02 03:00:21,4851.49,2293.84
"Jackson, Davis and Proctor",5200474068,Westmouth,Port Ericville,2024-02-15 22:17:28,2024-05-14 20:07:21,9145.18,2085.36
Ellis Group,1262966300,Markshire,New Cynthia,2023-08-08 15:22:54,2024-10-09 20:43:29,2044.59,3519.05
Johnson-Gay,1296690665,Karenhaven,Robertstad,2023-10-11 13:32:41,2024-12-01 01:02:31,8530.73,1995.8
"Flores, Flynn and Sanchez",8554928012,Lake Michelle,Kennedychester,2023-06-17 00:40:53,2024-02-20 15:13:27,7830.46,1959.01
Young Ltd,3124794803,East Sharonberg,Haleystad,2024-01-02 11:33:03,2024-10-28 21:48:06,4818.77,3336.04
"Patel, Johnson and Garrett",4597110147,East Jessica,Harristown,2023-03-21 02:07:44,2024-12-25 00:24:31,6738.95,7079.88
Newman PLC,3543695759,South Kimberly,Craigstad,2023-11-17 23:43:30,2024-09-27 08:17:03,4017.83,2330.53
Riley Inc,9648391827,Kimberlymouth,New Christopher,2023-04-17 16:22:37,2025-01-08 16:08:02,1976.24,2099.67
Maldonado Inc,5428638651,South Kennethton,Michaelport,2023-05-24 12:26:28,2024-03-21 03:48:02,7612.02,8846.65
